,Content,Important
295,"How funny is that that I was emailing you at exactly the same time you were 
emailing me!",0.0
296,"----- Forwarded by Steven J Kean/NA/Enron on 01/28/2001 08:55 PM -----

	Expense Server@Enron_Development
	01/22/2001 03:46 PM
		 
		 To: Steven J Kean/NA/Enron@Enron
		 cc: 
		 Subject: <<Concur Expense Document>> - Miscellaneous

The following expense report is ready for approval:

Employee Name: Mark A. Palmer
Status last changed by:  Automated Administrator
Expense Report Name: Miscellaneous
Report Total: $524.47
Amount Due Employee: $524.47


To approve this expense report, click on the following link for Concur 
Expense.
http://nahou-wwxms01p

",0.0
297,"
Effective with the November 15 payday, electronic viewing and printing of your direct deposit advice will be available on eHRonline.  This new feature allows you to view your pay information at a time convenient for you.  Later this year, you will be able to view this information from your home on your ClickAtHome computer.

The following is information to help you view this document beginning on November 15.  To access and print your pay advice from eHRonline:

  1.	Log-on to eHRonline with your ""P"" number and password. 
For more details on how to log-on to eHRonline, see 
step-by-step instructions at 
http://isc.enron.com/site/doclibrary/user/
  2.	Navigate to the pay advice using the following navigation 
menus:
?	Pay Information
?	Paycheck Inquiry
  3.	Select the appropriate payroll period.
  4.	Click on the Continue button.
  5.	Click on the payroll period link under the Period heading; 
a new window opens.
  6.	Select the Open this file from its current location option.
  7.	Click on the OK button; this starts Adobe Acrobat Reader.
  8.	View your pay advice.
  9.	Click on the Print icon from the main toolbar.
10.	Verify/change the displayed printer.
11.	Click on the OK button to print the pay advice at the 
designated printer.  For more details on how to view & print 
your pay advice from eHRonline, see step-by-step 
instructions at http://isc.enron.com/site/doclibrary/user/

The advice information will remain on this site throughout the year allowing you to view or print the information at your convenience.  You can view a sample of the online pay stub by following this link to http://hrweb.enron.com/, click on Payroll Services and then on Payroll Forms.

If you'd like more details, there will be an Information Booth on November 13 through 15 from 11 am to 2 pm in the lobby of Enron North.  Come by and visit with Payroll Representatives who will demonstrate how the process works.",0.0
298,"FYI, from the EIA:

The United States consumed 19.5 million bbl/d of oil in 1999. Of this, 8.4=
=20
million bbl/d (or 43% of the total) was motor gasoline, 5.0 million bbl/d=
=20
(26%) ""other oils,"" 3.6 million bbl/d (18%) distillate fuel oil, 1.7 millio=
n=20
bbl/d (9%) jet fuel, and 840,000 bbl/d (5%) residual fuel oil. U.S. oil=20
demand is expected to increase by about 110,000 bbl/d (0.6%) in 2000.

and

Continued lower U.S. crude oil production combined with strong oil demand l=
ed=20
the United States to import 10.6 million bbl/d of oil in 1999, representing=
=20
54% of total U.S. oil demand. Around 46% of this oil came from OPEC nations=
,=20
with Persian Gulf sources accounting for about 23% of U.S. oil imports duri=
ng=20
the year. Overall, the top suppliers of oil to the United States for 1999=
=20
were Canada (1.67 million bbl/d), Saudi Arabia (1.46 million bbl/d),=20
Venezuela (1.45 million bbl/d), and Mexico (1.30 million bbl/d).=20

and from Reuters:


WASHINGTON (Reuters) - The United States decided on Friday to release oil=
=20
from its Strategic Petroleum Reserve to damp decade-high energy prices, the=
=20
first time the stockpile has been tapped for a national emergency since the=
=20
1991 Gulf War.

Energy Secretary Bill Richardson said the U.S. government would release 30=
=20
million barrels of oil over a 30-day period from its 571-million-barrel=20
reserve created after the 1973 Arab oil embargo that choked off world growt=
h.

``We are prepared to take further action if necessary,'' he told a hastily=
=20
convened news conference after an all-day meeting of administration officia=
ls.

The announcement by Richardson followed an intense and unusually public=20
debate by Clinton administration officials in recent days that raised=20
accusations the White House was trying to help Democratic presidential=20
candidate Vice President Al Gore (news - web sites) win the Nov. 7 election=
.

The debate intensified after Gore urged President Clinton (news - web sites=
)=20
on Thursday to release oil from the reserve in batches of 5 million barrels=
.

Gore's call, made within weeks of the November election, was criticized by=
=20
his Republican rival George W. Bush (news - web sites) as ``bad policy''=20
motivated by the need to assure Gore's victory.

``It's a bad idea because the Strategic Petroleum Reserve needs to be used =
in=20
case of war or a major disruption,'' Bush told reporters, in response to=20
Richardson's announcement, at a campaign stop in Tampa, Florida.

``I believe that the vice president has made this decision with the=20
president's support to achieve short-term political gain,'' he added.


that's enough oil for 1 day and 14 hours, or reducing for one month by 10%=
=20
the amount we need to import--this is not a solution.  our oil reserves cov=
er=20
100% of our export needs for 54 days--this may not be the best use.  bush=
=20
(steve aside from the ferc complaints) may want to focus on the following=
=20
from msnbc regarding gasoline prices:


? ? ?In the Midwest, the nation=01,s most expensive gasoline market this we=
ek,=20
oil companies blamed the $2-a-gallon-plus prices on taxes and the cost of=
=20
introducing new federally-required cleaner fuel this month. The price spike=
=20
prompted the Federal Trade Commission to open a formal investigation into=
=20
possible price gouging and collusion, and has led Indiana=01,s governor to=
=20
suspend the state=01,s gasoline sales tax for 60 days.=20

realizing that only 43% of gas pump price is composed of crude oil--the res=
t=20
28% taxes and 29% refining costs, distribution costs, and profits.


Alhamd Alkhayat
+1(713)853-0315",0.0
299,"Handouts only.

 -----Original Message-----
From: 	Kitchen, Louise  
Sent:	Monday, December 31, 2001 12:08 PM
To:	Webb, Jay; Rub, Jenny; Beck, Sally; Zipper, Andy; Lavorato, John; Oxley, David; Bradford, William S.; Colwell, Wes; Buy, Rick; Port, David; Hall, Bob M
Cc:	Golden, Jeff; Muller, Mark S.; Lavorato, John; Schoppe, Tammie; Hillis, Kimberly
Subject:	Big Pig

On Wednesday morning we will be commencing the Due Diligence process with another counterparty.  Andy Zipper has agreed to lead their team through the process.

The Schedule outline is based on initial overview discussions/presentations  and then more detailed discussion can occur in individual groups the outline is as follows:

It may be better to split up earlier but I leave all those decisions to Andy.  

9:00		Introduction			John Lavorato & Louise Kitchen
9:45		Financial Overview		Wes Colwell
10:30		Risk Overview			Buy / Port
11:00		Credit				Bradford
11:30		Back Office			Beck/Hall	
12:30		Systems (EnronOnline)		Jay Webb	
1pm		 Mid/Back Office Systems	Jay Webb
1:30pm		Infrastructure			Jenny Rub
2:00pm		HR				Oxley
		
Please make yourselves available - the meetings will probably take place on 32.

Tammie - please organize lunch and refreshments etc.

Assume Big Pig will bring 8 people.


Thanks


Louise

",1.0
0,"Dear Louise and Greg:

Fortune magazine's September article about your--virtually
overnight--success building EnronOnline prompted me to contact you, mostly
because our company's (Everypath, Inc.) wireless technology could be the
perfect tool to help you move the EnronOnline marketplace into wireless by
offering trading anytime, anywhere, via any wireless devices (as we've done
for E*Trade, Fidelity, and others offering complex wireless transactions).

Very briefly, our company has quickly gained real traction in this space.
We were honored as a Smithsonian Laureate this year, named by Forbes among
the 25 Best of the Web in business to business, and recognized by CNet as
one of ten ""wireless companies to watch.""   Our partners include Sun
Microsystems, Hewlett-Packard, Andersen Consulting and Cap Gemini Ernst &
Young, as well as many others, and have already raised significant funding
from investors such as Robertson Stephens, Comdisco, Dain Rauscher Wessels,
Sevin Rosen, U.S Venture Partners, Andersen Consulting Ventures, Sun, and H
& Q.

If you see commodities trading moving soon into wireless,  just as you saw
(or influenced) the industry to move online, shouldn't Enron lead the way in
wireless trading too?  We would love the opportunity to talk to you about
helping you go wireless.

Let me know if I should follow-up with you or someone else in your group by
sending an email or calling at any of the numbers below.  I look forward to
hearing from you, and to coming home to Houston to speak with you further
about this (I practiced law in Houston for years with Weil, Gotshal &
Manges--over in the NationsBank building on Louisiana).

Sincerely, David Marcus

 <<...OLE_Obj...>>

David Marcus
Senior Corporate Counsel
Everypath, Inc.
2211 North First Street
Suite 200
San Jose, CA  95131
direct (408) 562-7978
cell (650) 281-9010
fax (408) 562-8100
www.everypath.com


 <<...OLE_Obj...>>

David Marcus
Senior Corporate Counsel
Everypath, Inc.
2211 North First Street
Suite 200
San Jose, CA  95131
direct (408) 562-7978
fax (408) 562-8100
",0.0
1,"Hey guys,

Just wanted to make known my concerns on this issue.  While I agree that 
Howard, Robert and George needed to work on this together, I do not think 
that Howard should have been the driving force behind this.  Once we left the 
meeting, they all convened on the 37th floor and worked from Howard's desk - 
with Howard sitting down doing much of the work.  I also think that the below 
e-mail should not have come from Howard, but should have originated out of 
the Logistics group.  I understand that Howard has prior scheduling 
experience, but he is not functioning in a scheduling role now and bascially 
took on that role in getting this set up correctly.  He too had to sit down 
and try to figure out what needed to be done and set everything up correctly 
(?).  In my opinion this is a kudoo for Howard for stepping up, but I am 
concerned at the role that he played.  Team effort is important and it's what 
we all want between our groups, but I want to ensure that everyone does their 
fair share and expectations are appropriately placed.  Let me know what you 
both think.  Thanks!
---------------------- Forwarded by Rita Wynne/HOU/ECT on 02/22/2000 01:31 PM 
---------------------------


Howard B Camp
02/17/2000 05:55 PM
To: Aimee Lannou/HOU/ECT@ECT
cc: Fred Boas/HOU/ECT@ECT, Robert E Lloyd/HOU/ECT@ECT, Howard B 
Camp/HOU/ECT@ECT, Gregory Steagall/HOU/ECT@ECT, Daren J Farmer/HOU/ECT@ECT, 
George Grant/HOU/ECT@ECT, Kenny J Soignet/HOU/ECT@ECT, Rita Wynne/HOU/ECT@ECT 
Subject: Cilco Pathing - Withdrawl and HPLC transport pathing


Cilco needs to be pathed the following way on a withdrawl day or month
   The pathing that was done for December 1999 and January 2000 worked.

Source                                                                       
Path                                                                          
                             Destination
                                                                              
              
012-27049-05-001/Stg/F                                       012-27049-05-001 
Firm Storage                                                   External 
Bammel - Meter 56l
Storage 
Account                                                                       
                                                                              
               Meter 56 must be attached to this pool


External Bammel  - Meter 56                             012-27049-02-001 
Transport                                                         
012-27049-02-001/Transport/I/1/E
Meter 56 must be 
attached                                                                      
                                                                          
Transport Imbalance



The HPLC transport in or out of storage should be pathed as follows

INJECTION

Source                                                                    
Path                                                                          
                            Destination

012-41500-02-015/Transport/I/1/E               
012-41500-02-015                                                              
                 External Bammel  - Meter 57
Transport 
Imbalance                                                                     
                                                                              
      Meter 57 must be attached to this pool


WITHDRAWL

External Bammel  - Meter 57                        
012-41500-02-015                                                              
                  012-41500-02-015/Transport/I/1/E 
Meter 57 must be attached to this 
pool                                                                          
                                             Transport Imbalance



   
",1.0
2,"Dear Ken,

I hope you are faring okay in these difficult times.  At Aspen ISIB, our
work goes forward, albeit with much discussion about how to stay relevant
and to understand the connections between social impact management and
aftermath of September 11th.

I have a request of you.  An example of work that we think has great
relevance is a by-invitation only meeting of about 30 experts in Executive
Education--as practiced by corporations, by universitites and professional
service firms--that we are convening near Washington D.C in November.  It's
a
two day working session, and the title is ""Balanced Leadership During
Turbulence and Crisis: The Role of Executive Education.""  We had planned to
focus more specifically on the economic downturn, but for obvious reasons
have broadened the scope of the discussions.  This work, like the Aspen
Business Leaders Dialogue, builds on two meetings that have preceded this
one, and we benefit from including a mix of ""returnees"" and new
participants.

I am writing to find out if there is someone in your firm that would make a
contributuion to the discussion and would like the opportunity to reflect on
best practice and innovation in executive education and training as we
consider the need for extraordinary leaders in our global enterprises. The
meeting is about the balancing act--profits vs. principles, short vs.
long-term needs, and listening to multiple stakeholders. If you have any
ideas for us, please let me know.  Nancy McGaw, who runs the meeting, or I
will follow up. A one-page description is attached for your convenience. The
Co-Chairs of the meeting are Bill Wiggenhorn, until recently President of
Motorola University, now of Providian Financial, and Gary Jusela, Chief
Learning Officer at Lucent Technologies.

Best regards, Judy

Judith Samuelson
Executive Director
Aspen ISIB
271 Madison Avenue Suite 606
New York, New York 10016
tel: 212/895-8001; fax: 212/895-8012
JSamuelson@aspeninstitute.org

 - conference objectives - final2.doc ",1.0
3,"
<html>
<head>
<title>SmartReminders.com Special Offer</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=iso-8859-1"">
</head>

<body bgcolor=""#FFFFFF"" leftmargin=""10"" topmargin=""0"" marginwidth=""10"" marginheight=""0"" TEXT=""#000000""630"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tr> 
  <td>
    <p><br>

      <img src=""http://a1253.g.akamai.net/f/1253/1122/1d/graphics.directtrak.com/smartreminders/specialoffers/template/specialoffer.gif"" width=""631"" height=""72""><img src=""http://a1253.g.akamai.net/f/1253/1122/1d/graphics.directtrak.com/smartreminders/specialoffers/template/bottom.gif"" width=""524"" height=""16""><a href=""http://www.smartreminders.com/index.cfm?method=MySmartReminders""><img src=""http://a1253.g.akamai.net/f/1253/1122/1d/graphics.directtrak.com/smartreminders/specialoffers/template/clickhere.gif"" width=""106"" height=""16"" border=""0""></a><br>

      <br>

      <font face=""Verdana, Arial, Helvetica, sans-serif"" size=""2"" color=""#000000"">Dear 
      SmartReminders Member,</font><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""2""><BR>
      </font></p>
    <div align=""left"">
  <table border=""0"" width=""628"" height=""50"" cellspacing=""0"" cellpadding=""5"">
    <tr> 
      <td bgcolor=""#864479"" valign=""top"" width=""612"" colspan=""2"" height=""20""> 
        <p align=""center""><font face=""Arial Narrow"" size=""6"" color=""#E1D59F"">The<b> 
          university </b>designed for<b> working adults<br>

          </b>has a<b> </b>campus near <b>you.</b></font>
      </td>
    </tr>
    <center>
      <tr> 
        <td width=""612"" height=""8"" bgcolor=""#864479"" colspan=""2""> 
          <p align=""center""><br>

            <u><b><a href=""http://www.smartreminders.com/smartads.cfm?id=717""><font face=""Arial Narrow"" color=""#E1D59F"" size=""3"">Find 
            the Nearest University of Phoenix Campus Location</font></a></b></u> 
        </td>
      </tr>
      <tr> 
        <td width=""612"" height=""132"" colspan=""2"" bgcolor=""#EAE0B9"" bordercolor=""#552855""><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Designed 
          for busy professionals, University of Phoenix lets you earn your bachelor's 
          or master's degree in the most efficient way possible.? By attending 
          one class and one learning team meeting per week, most students earn 
          their degree in just 2 to 3 years.<o:p> </o:p> And with more than </font><font color=""#552855""> 
          <a href=""http://www.smartreminders.com/smartads.cfm?id=717""> <u><font face=""Arial Narrow"" size=""3"" color=""#552855"">100 
          campuses and learning centers</font></u></a><font face=""Arial Narrow"" size=""3"">,</font></font><font face=""Arial Narrow"" size=""3"" color=""#552855""> 
          University of Phoenix has a campus location near you!</font><font color=""#004A95"" size=""3"" face=""Arial Narrow""><br>

          </font></span> 
          <p align=""center""><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><b><u><a href=""http://www.smartreminders.com/smartads.cfm?id=717""><font face=""Arial Narrow"" size=""3"" color=""#864479"">The 
            unique advantages of our program include:</font></a></u></b></span>
        </td>
      </tr>
      <tr> 
        <td width=""275"" height=""100"" bgcolor=""#EAE0B9""> 
          <ul style=""color: #552855"">
            <li> 
              <p align=""left""><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Evening 
                classes- just once a week at a convenient location.??</font></span>
            </li>
            <li> 
              <p align=""left""><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">?All 
                faculty work in the field they teach.?</font></span>
            </li>
            <li> 
              <p align=""left""><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Courses 
                offered one at a time, for five or six weeks each.?</font></span>
            </li>
          </ul>
        </td>
        <td width=""337"" valign=""top"" height=""100"" bgcolor=""#EAE0B9""> 
          <ul style=""color: #552855"">
            <li><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855""> 
              Earn your degree in just 2-3 years.?</font></span></li>
            <li><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Employer 
              tuition reimbursement accepted.?</font></span></li>
            <li><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Work 
              with a Learning Team once a week.</font></span></li>
            <li><span style=""font-family: Berlin Sans FB Demi; mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Small 
              class sizes.?</font></span></li>
            <li><span style=""mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#552855"">Financial 
              aid available to those who qualify.</font></span></li>
          </ul>
        </td>
      </tr>
    </center>
    <tr>
      <td width=""612"" height=""61"" colspan=""2"" bgcolor=""#EAE0B9"" valign=""top""> 
        <center>
        </center>
        <form method=""POST"" action=""--WEBBOT-SELF--"">
          <!--webbot bot=""SaveResults""
        U-File=""C:\OPT-IN\Aaron &Assoc\10-17Mail\_private\form_results.txt""
        S-Format=""TEXT/CSV"" S-Label-Fields=""TRUE"" -->
          <p align=""left""><b><span style=""mso-bidi-font-weight: normal""><font face=""Arial Narrow"" size=""3"" color=""#864479"">Choose 
            from courses in the following fields:?????? 
            </font></span></b>
            <select size=""1"" name=""programs"" style=""color: #552855; font-family: Arial Narrow; font-size: 12pt"">
              <option>Business</option>
              <option>Technology</option>
              <option>Accounting</option>
              <option>Information Systems</option>
              <option>Administration</option>
              <option>Education</option>
              <option>Nursing</option>
              <option>Counseling</option>
            </select>
            ????<b><span style=""mso-bidi-font-weight: normal""><font color=""#864479"" size=""3"" face=""Arial Narrow""> 
            </font><a href=""http://www.smartreminders.com/smartads.cfm?id=717""><font size=""3"" face=""Arial Narrow"" color=""#864479"">Get 
            Started Now!</font></a></span></b> </p>
        </form>
      </td>
    </tr>
    <center>
      <tr> 
        <td width=""612"" height=""119"" colspan=""2"" bgcolor=""#864479""> 
          <p align=""center""><font face=""Arial Narrow"" size=""6"" color=""#E1D59F"">Start 
            Earning Your Degree Today!<br>

            </font><a href=""http://www.smartreminders.com/smartads.cfm?id=717""><font face=""Arial Narrow"" size=""6"" color=""#E1D59F""> 
            Click Here or Call Us at: 1-888-741-5251.</font></a><font face=""Arial Narrow"" color=""#004A95""><span style=""mso-bidi-font-weight: normal""><font size=""3""><b><br>

            </b> </font></span></font>
        </td>
      </tr>
    </center>
  </table>
</div>
<div align=""center""></div>
<div align=""center""></div>
<p>?</p>
<hr width=""630"" size=""1"" align=""left"">
<font face=""Arial, Helvetica, sans-serif"" size=""-2"" color=""#999999"">We respect 
your privacy and are a Certified Participant of the BBBOnLine
 Privacy Program. 
To be removed from future offers,<br>

<a href=""http://www.smartreminders.com/index.cfm?method=unsubscribespecialoffers"">click 
here.</a></font><br>

<font color=""#999999"" face=""Arial, Helvetica, sans-serif"" size=""-2"">SmartReminders.com 
is a permission based service. To unsubscribe <a href=""http://www.smartreminders.com/unsubweb.cfm"">click 
here</a>.</font> 
</body>
</html>",0.0
4,"There will be a Power Group Meeting this morning at 10am with Kevin Presto. Please plan to attend and I will let you know which conference room as soon as it has been assigned.

The dial in number is as follows:  
INSTRUCTIONS
1. All Participants Dial 1-800-711-8000 or 614-410-1515 for international participants
2. All Participants and Chairperson Enter Access Code: 8539582 #


Thank you,

T.Jae Black
East Power Trading
Assistant to Kevin Presto
off. 713-853-5800
fax 713-646-8272
cell 713-539-4760",1.0
5,"---------------------- Forwarded by Kay Mann/Corp/Enron on 01/29/2001 06:55 
PM ---------------------------


Kay Mann
01/29/2001 06:53 PM
To: llhenneberry@ssd.com
cc: Mark Bernstein/HOU/ECT@ECT, Jude 
Rolfes/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT 

Subject: Co Op City

Lisa,

I've made some preliminary suggestions on the term sheet. We will have some 
comments on the asset management attachment, but I don't have those together 
yet.

In looking through our files I don't find a confidentiality agreement.  
Therefore, I'm attaching a draft of what we would like to have executed so 
that we can send you other documents.

Thanks,

Kay


",1.0
6,"---------------------- Forwarded by Tana Jones/HOU/ECT on 03/02/2000 08:43 AM 
---------------------------


Molly Harris
03/01/2000 05:55 PM
To: Frank L Davis/HOU/ECT@ECT, Karen Lambert/HOU/ECT@ECT, Tana 
Jones/HOU/ECT@ECT, Samuel Schott/HOU/ECT@ECT
cc: Sheri Thomas/HOU/ECT@ECT, Mark Taylor/HOU/ECT@ECT, Bernice 
Rodriguez/HOU/ECT@ECT, Tom Moran/HOU/ECT@ECT, Brant Reves/HOU/ECT@ECT, Debbie 
R Brackett/HOU/ECT@ECT, Brian Hunter-Lindsay/LON/ECT@ECT, Coenraad 
Basson/LON/ECT@ECT, Bhautik Patel/LON/ECT@ECT, David Hardy/LON/ECT@ECT, David 
Weekes/LON/ECT@ECT, Carrie Southard/HOU/ECT@ECT, Lisa Gillette/HOU/ECT@ECT, 
Linda S Bryan/HOU/ECT@ECT 
Subject: EOL Credit Responses 3/1


Please find attached Credit's EOL responses for 3/1/00.



Regards
Molly

",0.0
7,"
As things begin to calm down somewhat after events of last week, we wanted to update all employees of certain organizational and personnel changes that have occurred recently.

Organizational Matters
The Creditors' Committee was formed last week by the United States Trustee.  This committee is comprised of 15 individuals representing various creditor groups including: banks, bondholders, insurance companies and employees.  The Creditors' Committee will be the key point of contact as we reorganize the company and emerge from Chapter 11.  Initially, they will send financial advisors to our offices to monitor any asset liquidations as well as review our cash flow projections.  Ultimately, they will be responsible for approving our reorganization plan as to which assets or businesses we sell and which ones we retain.

From an Enron perspective, the plans for reorganization have already begun.  Overhead has been reduced dramatically, certain employee retention programs have been put in place and a wider retention program is currently being developed.  We hope to share the wider retention program with you in the very near future.  Furthermore, detail cash flow projections are in their final stages of preparation and will be reviewed by senior management this week.  This will be the critical first step in formulating our reorganization strategy to emerge from Chapter 11 as a healthy company.

By now, you must have heard of ""NETCO."" This company was formed as a means to maximize the value of Enron's most valuable business, the wholesale energy business.  Certain Enron North America employees have been assigned to NETCO to re-build the North American gas and power business under different ownership.  We will be filing with the bankruptcy court this week proposed auction procedures to allow bidders to bid for NETCO.  It is our expectation that Enron would retain a 49 percent (or perhaps less) non-controlling interest in NETCO.  The NETCO employees would become employees of the winning bidder.  We anticipate this process to reach closure sometime in January.

As for the remaining businesses of Enron, they are all under review as to which ones will be proposed for sale and which ones will be proposed for retention.  This review process will take time as it will require approval of the Creditors' Committee.  We will update you periodically on our process.

Personnel Matters
As a result of our current situation, we have made many personnel changes over the past several months to maximize the value of the organization.

Office of the Chairman - Enron Corp
Jeff McMahon, Executive Vice President and Chief Financial Officer, has been added to the Office of the Chairman of Enron Corp along with Ken Lay and Greg Whalley.  Among other things, Jeff has been working on the business plan for reorganization in Chapter 11 and is the primary contact with the newly formed Creditor's Committee.

Treasurer - Enron Corp
Ray Bowen was elected to Executive Vice President, Finance and Treasurer of Enron Corp recently.  In this role, Ray is responsible for all finance activities of Enron Corp.  Ray also has the lead role in managing the cash activities of the company on a day to day basis.

Corporate Development
Mark Muller has been appointed Executive Vice President - Corporate Development.  In this role, Mark will work with Enron's various business units on all asset disposals, which will be a key element in Enron's reorganization plan and value preservation.

Wholesale Services
The Wholesale Services group has been reorganized under the leadership of Jim Fallon.  Included in this group are the following businesses, ENA, EBS, EIM and EGM.  As part of the Chapter 11 reorganization, efforts in these businesses will be directed at maximizing value for the creditors as well as determining which businesses or assets will be part of Enron's reorganization plan.

Management Committee Departures
Unfortunately, due to the current financial condition of the company, the following members of the management committee have left the company or will be leaving the company by the end of December:

Michael Brown
Mark Frevert
Steve Kean
Mike McConnell
Jeff Shankman

Additionally, John Lavorato and Louise Kitchen have resigned from the Management Committee to arrange for the joint venture energy activities of NETCO.

We know as employees the uncertainty surrounding the future of the company is unsettling.  Unfortunately, that aspect will not change in the near term.  We ask for everyone's patience and continued support as we move forward through the Chapter 11 process.  We are committed to reorganizing into a strong company once again and will need the help of all the employees to achieve that goal.",1.0
8,"Have you guys looked into this or shall I?  Let me know.  Thanks.
---------------------- Forwarded by Mona L Petrochko/NA/Enron on 07/25/2001 08:47 AM ---------------------------


Steven Moss <4010@pacbell.net> on 07/24/2001 05:38:32 PM
To:	""\""Mona_L_Petrochko\"" <""
cc:	 

Subject:	San Francisco Community Power Cooperative

Mona,
 
Any luck finding someone for us to talk to about the co-op?
 
Steven
",0.0
9,"Please note the following changes:
Ameren Services Company (ASC)
Assigned its sales agreement to:
Ameren Energy, Inc. as agent (ASC)
(for and on behalf of Union Electric Company d/b/a Ameren UE, Ameren Energy 
Marketing Company, and Ameren Energy Generating Company)
Transmission remains with Ameren Services Company",0.0
